Order_ID,Order_Date,Customer_ID,Customer_Name,Region,State,Category,Sub_Category,Product,Quantity,Unit_Price,Discount_Pct,Sales,Cost,Profit,Payment_Mode,Order_Status,Ship_Date,Salesperson
ORD00876,2025-02-25,CUST0173,Pooja Malhotra,North,Haryana,Electronics,Electronics,Wireless Headphones,3,8567,5,24415.95,19884.77,4531.18,UPI,Shipped,2025-02-27,Sonia
ORD00582,2025-02-25,CUST0187,Amit Kumar,West,Rajasthan,Appliances,Appliances,Refrigerator,1,61266,10,55139.4,47984.7,7154.7,UPI,Delivered,2025-03-04,Mohit
ORD00959,2025-02-26,CUST0230,Amit Joshi,North,Punjab,Electronics,Electronics,Tablet Plus,4,36584,0,146336.0,103470.01,42865.99,Cash on Delivery,Delivered,2025-02-27,Varun
ORD00278,2025-02-26,CUST0257,Amit Malhotra,East,Odisha,Furniture,Furniture,Office Chair,3,14290,0,42870.0,37710.25,5159.75,UPI,Delivered,2025-03-02,Aman
ORD00703,2025-02-26,CUST0212,Nisha Singh,South,Kerala,Appliances,Appliances,Air Conditioner,3,44201,0,132603.0,91531.96,41071.04,Cash on Delivery,Processing,2025-03-02,Sonia
ORD00528,2025-02-27,CUST0131,Priya Malhotra,South,Karnataka,Accessories,Accessories,Phone Cover,2,1198,10,2156.4,1984.66,171.74,Debit Card,Returned,2025-02-28,Pallavi
ORD00677,2025-02-27,CUST0261,Ankit Mehta,North,Delhi,Electronics,Electronics,Tablet Plus,2,39700,5,75430.0,54976.88,20453.12,Debit Card,Delivered,2025-03-06,Kavita
ORD00586,2025-02-27,CUST0264,Meera Verma,North,Haryana,Electronics,Electronics,Smartphone X,5,54547,5,259098.25,225284.99,33813.26,Cash on Delivery,Delivered,2025-03-05,Raj
ORD00537,2025-02-28,CUST0282,Ankit Singh,West,Rajasthan,Electronics,Electronics,Laptop Pro 14,5,56449,15,239908.25,197466.75,42441.5,Cash on Delivery,Delivered,2025-03-01,Sonia
ORD00437,2025-02-28,CUST0159,Aarav Yadav,North,Haryana,Electronics,Electronics,Laptop Pro 14,4,75181,5,285687.8,244585.76,41102.04,UPI,Delivered,2025-03-02,Aman
ORD00585,2025-02-28,CUST0270,Rahul Verma,East,Bihar,Electronics,Electronics,Tablet Plus,2,24017,15,40828.9,35935.15,4893.75,Cash on Delivery,Processing,2025-03-05,Pallavi
ORD00733,2025-02-28,CUST0102,Rahul Joshi,East,Jharkhand,Electronics,Electronics,Smartphone X,4,38462,10,138463.2,110323.14,28140.06,Net Banking,Delivered,2025-03-01,Kavita
ORD00555,2025-02-28,CUST0138,Rohan Mehta,West,Maharashtra,Electronics,Electronics,Laptop Pro 14,2,56706,5,107741.4,99451.83,8289.57,Credit Card,Delivered,2025-03-04,Yash
ORD00013,2025-03-01,CUST0114,Priya Verma,West,Gujarat,Electronics,Electronics,LED TV 55,1,55900,15,47515.0,42033.53,5481.47,Debit Card,Delivered,2025-03-08,Deepak
ORD00946,2025-03-01,CUST0154,Tanya Verma,North,Haryana,Electronics,Electronics,Laptop Pro 14,5,68968,15,293114.0,236341.62,56772.38,Net Banking,Delivered,2025-03-05,Varun
ORD00392,2025-03-02,CUST0161,Priya Malhotra,South,Tamil Nadu,Electronics,Electronics,LED TV 55,4,38432,5,146041.6,115984.99,30056.61,Debit Card,Shipped,2025-03-05,Pallavi
ORD00926,2025-03-02,CUST0105,Rohan Kumar,North,Haryana,Electronics,Electronics,Wireless Headphones,1,11102,15,9436.7,7800.8,1635.9,Debit Card,Delivered,2025-03-09,Yash
ORD00247,2025-03-02,CUST0250,Simran Kumar,South,Karnataka,Furniture,Furniture,Office Chair,5,8159,0,40795.0,28510.6,12284.4,Credit Card,Delivered,2025-03-07,Deepak
ORD00625,2025-03-02,CUST0211,Pooja Mehta,East,Jharkhand,Electronics,Electronics,LED TV 55,5,41080,0,205400.0,169079.82,36320.18,Debit Card,Delivered,2025-03-06,Yash
ORD00193,2025-03-02,CUST0229,Kavya Sharma,West,Gujarat,Electronics,Electronics,Tablet Plus,1,24643,5,23410.85,21290.22,2120.63,Cash on Delivery,Delivered,2025-03-06,Mohit
ORD00412,2025-03-02,CUST0151,Tanya Malhotra,West,Rajasthan,Electronics,Electronics,Smartphone X,2,35297,10,63534.6,52984.03,10550.57,Credit Card,Delivered,2025-03-07,Pallavi
ORD00691,2025-03-03,CUST0175,Kavya Kumar,South,Kerala,Furniture,Furniture,Bed Frame,3,23398,0,70194.0,55456.32,14737.68,Credit Card,Delivered,2025-03-09,Varun
ORD00268,2025-03-03,CUST0159,Aarav Yadav,West,Goa,Electronics,Electronics,Tablet Plus,2,26664,20,42662.4,44714.11,-2051.71,Debit Card,Delivered,2025-03-05,Mohit
ORD00967,2025-03-03,CUST0228,Tanya Yadav,West,Maharashtra,Furniture,Furniture,Office Chair,2,11795,5,22410.5,16149.72,6260.78,Credit Card,Delivered,2025-03-10,Sonia
ORD00678,2025-03-04,CUST0257,Amit Malhotra,South,Tamil Nadu,Appliances,Appliances,Washing Machine,5,36820,5,174895.0,140148.74,34746.26,Credit Card,Shipped,2025-03-10,Aman
ORD00040,2025-03-05,CUST0224,Manish Kumar,South,Telangana,Furniture,Furniture,Bookshelf,2,6645,5,12625.5,9977.75,2647.75,Credit Card,Processing,2025-03-08,Pallavi
ORD00747,2025-03-06,CUST0168,Ravi Singh,South,Karnataka,Appliances,Appliances,Washing Machine,3,43118,15,109950.9,90071.62,19879.28,Credit Card,Delivered,2025-03-12,Kavita
ORD00313,2025-03-07,CUST0240,Rohan Gupta,North,Punjab,Electronics,Electronics,Smartphone X,5,24191,0,120955.0,104143.13,16811.87,Cash on Delivery,Returned,2025-03-12,Aman
ORD00378,2025-03-07,CUST0277,Simran Joshi,North,Uttar Pradesh,Accessories,Accessories,Phone Cover,4,305,15,1037.0,1083.53,-46.53,UPI,Delivered,2025-03-13,Mohit
ORD00301,2025-03-07,CUST0194,Vikram Singh,North,Delhi,Furniture,Furniture,Sofa Set,1,29818,15,25345.3,22013.42,3331.88,UPI,Delivered,2025-03-11,Raj
ORD00110,2025-03-08,CUST0251,Neha Singh,North,Haryana,Electronics,Electronics,Wireless Headphones,5,7015,15,29813.75,27298.52,2515.23,Credit Card,Delivered,2025-03-14,Deepak
ORD00454,2025-03-09,CUST0186,Amit Singh,West,Rajasthan,Electronics,Electronics,Tablet Plus,4,35008,5,133030.4,100105.3,32925.1,Debit Card,Delivered,2025-03-15,Deepak
ORD00339,2025-03-09,CUST0229,Kavya Sharma,South,Kerala,Electronics,Electronics,Wireless Headphones,4,5176,5,19668.8,15944.22,3724.58,Credit Card,Delivered,2025-03-15,Sonia
ORD00932,2025-03-09,CUST0277,Simran Joshi,West,Rajasthan,Appliances,Appliances,Air Conditioner,4,64409,10,231872.4,194135.78,37736.62,UPI,Processing,2025-03-16,Tarun
ORD00636,2025-03-10,CUST0261,Ankit Mehta,South,Tamil Nadu,Furniture,Furniture,Sofa Set,3,26230,10,70821.0,68597.33,2223.67,Credit Card,Delivered,2025-03-12,Tarun
ORD00556,2025-03-10,CUST0111,Priya Joshi,South,Tamil Nadu,Electronics,Electronics,Smartphone X,4,52335,10,188406.0,173945.91,14460.09,UPI,Shipped,2025-03-16,Kavita
ORD00693,2025-03-10,CUST0157,Neha Yadav,East,Jharkhand,Appliances,Appliances,Washing Machine,2,27529,5,52305.1,45934.04,6371.06,Debit Card,Delivered,2025-03-17,Deepak
ORD00956,2025-03-10,CUST0229,Kavya Sharma,South,Karnataka,Electronics,Electronics,Wireless Headphones,1,3744,0,3744.0,2738.32,1005.68,UPI,Delivered,2025-03-11,Pallavi
ORD00434,2025-03-11,CUST0268,Kavya Patel,North,Punjab,Appliances,Appliances,Mixer Grinder,4,7947,5,30198.6,23724.03,6474.57,Credit Card,Delivered,2025-03-18,Yash
ORD00477,2025-03-12,CUST0157,Neha Yadav,North,Uttar Pradesh,Furniture,Furniture,Sofa Set,3,55480,0,166440.0,147925.48,18514.52,Credit Card,Shipped,2025-03-16,Deepak
ORD00249,2025-03-12,CUST0165,Pooja Patel,West,Goa,Electronics,Electronics,Smartphone X,2,35065,15,59610.5,61932.45,-2321.95,Debit Card,Delivered,2025-03-15,Kavita
ORD00745,2025-03-12,CUST0145,Vikram Yadav,North,Delhi,Electronics,Electronics,Tablet Plus,1,25426,0,25426.0,21376.89,4049.11,UPI,Delivered,2025-03-13,Yash
ORD00546,2025-03-12,CUST0131,Priya Malhotra,South,Karnataka,Appliances,Appliances,Refrigerator,1,37824,5,35932.8,28102.36,7830.44,Debit Card,Delivered,2025-03-18,Tarun
ORD00715,2025-03-13,CUST0297,Neha Singh,South,Tamil Nadu,Electronics,Electronics,Smartphone X,4,21114,0,84456.0,66866.98,17589.02,Credit Card,Delivered,2025-03-15,Mohit
ORD00360,2025-03-13,CUST0214,Vikram Singh,East,West Bengal,Electronics,Electronics,LED TV 55,2,67567,15,114863.9,107302.87,7561.03,UPI,Shipped,2025-03-16,Aman
ORD00700,2025-03-13,CUST0272,Aarav Verma,South,Tamil Nadu,Electronics,Electronics,Laptop Pro 14,1,65860,20,52688.0,53346.7,-658.7,UPI,Delivered,2025-03-18,Yash
ORD00761,2025-03-13,CUST0138,Rohan Mehta,North,Haryana,Furniture,Furniture,Sofa Set,2,29136,15,49531.2,51214.54,-1683.34,UPI,Delivered,2025-03-14,Pallavi
ORD00682,2025-03-13,CUST0287,Neha Gupta,North,Punjab,Electronics,Electronics,Wireless Headphones,4,8443,0,33772.0,25601.41,8170.59,UPI,Cancelled,2025-03-18,Aman
ORD00380,2025-03-14,CUST0215,Amit Yadav,South,Kerala,Electronics,Electronics,Wireless Headphones,5,3105,5,14748.75,11006.36,3742.39,Credit Card,Delivered,2025-03-15,Pallavi
ORD00591,2025-03-15,CUST0290,Nisha Patel,North,Haryana,Electronics,Electronics,LED TV 55,2,48929,10,88072.2,71072.49,16999.71,UPI,Shipped,2025-03-16,Mohit
ORD00723,2025-03-15,CUST0223,Kavya Verma,North,Uttar Pradesh,Electronics,Electronics,Tablet Plus,1,18174,5,17265.3,15933.18,1332.12,UPI,Delivered,2025-03-22,Sonia
ORD00337,2025-03-15,CUST0192,Manish Sharma,West,Rajasthan,Appliances,Appliances,Microwave Oven,4,7622,5,28963.6,24095.19,4868.41,Debit Card,Delivered,2025-03-16,Tarun
ORD00350,2025-03-15,CUST0277,Simran Joshi,East,Jharkhand,Electronics,Electronics,Smartphone X,2,29772,15,50612.4,47104.38,3508.02,UPI,Delivered,2025-03-21,Varun
ORD00310,2025-03-16,CUST0268,Kavya Patel,South,Telangana,Electronics,Electronics,Smartphone X,1,52836,0,52836.0,47114.94,5721.06,Cash on Delivery,Processing,2025-03-20,Deepak
ORD00274,2025-03-17,CUST0181,Tanya Joshi,West,Gujarat,Appliances,Appliances,Microwave Oven,5,9181,10,41314.5,39338.86,1975.64,Debit Card,Processing,2025-03-19,Raj
ORD00924,2025-03-17,CUST0196,Nisha Sharma,West,Maharashtra,Appliances,Appliances,Mixer Grinder,4,3532,20,11302.4,10485.22,817.18,UPI,Delivered,2025-03-19,Deepak
ORD00989,2025-03-17,CUST0218,Nisha Joshi,North,Punjab,Furniture,Furniture,Sofa Set,2,34521,0,69042.0,53228.79,15813.21,UPI,Delivered,2025-03-18,Sonia
ORD00181,2025-03-18,CUST0259,Neha Sharma,South,Kerala,Accessories,Accessories,Keyboard,3,1194,0,3582.0,3060.41,521.59,Debit Card,Delivered,2025-03-20,Kavita
ORD00341,2025-03-18,CUST0250,Simran Kumar,South,Tamil Nadu,Accessories,Accessories,Webcam,2,4760,20,7616.0,8088.85,-472.85,Debit Card,Delivered,2025-03-20,Tarun
ORD00913,2025-03-18,CUST0267,Simran Sharma,East,Odisha,Electronics,Electronics,Tablet Plus,1,19575,10,17617.5,16533.88,1083.62,Cash on Delivery,Delivered,2025-03-19,Tarun
ORD00775,2025-03-18,CUST0130,Meera Gupta,West,Goa,Electronics,Electronics,LED TV 55,1,38720,5,36784.0,32670.86,4113.14,Cash on Delivery,Delivered,2025-03-21,Raj
ORD00835,2025-03-18,CUST0214,Vikram Singh,South,Telangana,Electronics,Electronics,LED TV 55,3,55085,5,156992.25,147445.78,9546.47,Debit Card,Cancelled,2025-03-22,Kavita
ORD00764,2025-03-18,CUST0123,Rahul Singh,West,Maharashtra,Electronics,Electronics,Tablet Plus,5,27653,0,138265.0,99735.91,38529.09,UPI,Delivered,2025-03-21,Deepak
ORD00224,2025-03-19,CUST0129,Meera Patel,South,Karnataka,Furniture,Furniture,Office Chair,2,14959,10,26926.2,20569.99,6356.21,Debit Card,Returned,2025-03-25,Aman
ORD00120,2025-03-20,CUST0168,Ravi Singh,East,Jharkhand,Appliances,Appliances,Air Conditioner,4,52403,10,188650.8,186515.86,2134.94,Credit Card,Delivered,2025-03-25,Aman
ORD00738,2025-03-21,CUST0297,Neha Singh,West,Gujarat,Appliances,Appliances,Washing Machine,2,40984,15,69672.8,67852.41,1820.39,Credit Card,Delivered,2025-03-27,Varun
ORD00495,2025-03-21,CUST0210,Tanya Mehta,South,Karnataka,Furniture,Furniture,Study Table,3,22581,5,64355.85,50066.82,14289.03,UPI,Delivered,2025-03-22,Aman
ORD00025,2025-03-21,CUST0179,Amit Patel,South,Karnataka,Accessories,Accessories,Mouse,2,2669,5,5071.1,3840.82,1230.28,Debit Card,Processing,2025-03-26,Yash
ORD00867,2025-03-21,CUST0164,Vikram Kumar,North,Uttar Pradesh,Furniture,Furniture,Bed Frame,3,43739,15,111534.45,113499.12,-1964.67,UPI,Delivered,2025-03-27,Mohit
ORD00515,2025-03-21,CUST0213,Simran Sharma,North,Delhi,Furniture,Furniture,Study Table,1,22804,10,20523.6,20251.56,272.04,Net Banking,Shipped,2025-03-23,Tarun
ORD00443,2025-03-22,CUST0287,Neha Gupta,South,Kerala,Electronics,Electronics,Tablet Plus,4,31574,10,113666.4,99886.93,13779.47,UPI,Delivered,2025-03-26,Tarun
ORD00725,2025-03-22,CUST0202,Vikram Verma,East,West Bengal,Electronics,Electronics,Smartphone X,1,53398,10,48058.2,36958.6,11099.6,Net Banking,Delivered,2025-03-25,Mohit
ORD00560,2025-03-22,CUST0240,Rohan Gupta,East,Odisha,Electronics,Electronics,Laptop Pro 14,5,56128,5,266608.0,226176.11,40431.89,UPI,Delivered,2025-03-29,Yash
ORD00108,2025-03-22,CUST0167,Ravi Sharma,West,Rajasthan,Electronics,Electronics,Smartphone X,5,33310,0,166550.0,140834.68,25715.32,Debit Card,Delivered,2025-03-26,Mohit
ORD00666,2025-03-23,CUST0218,Nisha Joshi,North,Delhi,Appliances,Appliances,Air Conditioner,5,34011,15,144546.75,138334.92,6211.83,UPI,Delivered,2025-03-24,Varun
ORD00256,2025-03-23,CUST0279,Rohan Gupta,East,Jharkhand,Electronics,Electronics,Tablet Plus,4,17156,5,65192.8,50236.84,14955.96,UPI,Delivered,2025-03-27,Mohit
ORD00868,2025-03-23,CUST0173,Pooja Malhotra,North,Haryana,Furniture,Furniture,Sofa Set,2,46209,0,92418.0,63523.87,28894.13,Debit Card,Delivered,2025-03-28,Raj
ORD00276,2025-03-24,CUST0134,Amit Sharma,East,West Bengal,Accessories,Accessories,Webcam,2,2401,5,4561.9,3997.02,564.88,UPI,Delivered,2025-03-31,Aman
ORD00784,2025-03-24,CUST0185,Sneha Verma,South,Tamil Nadu,Appliances,Appliances,Air Conditioner,3,32708,15,83405.4,85930.25,-2524.85,Debit Card,Delivered,2025-03-28,Sonia
ORD00472,2025-03-24,CUST0251,Neha Singh,West,Gujarat,Electronics,Electronics,Smartphone X,4,26307,5,99966.6,73092.33,26874.27,UPI,Delivered,2025-03-30,Yash
ORD00987,2025-03-25,CUST0162,Arjun Malhotra,East,Odisha,Accessories,Accessories,USB Hub,2,2184,10,3931.2,3061.59,869.61,UPI,Delivered,2025-04-01,Deepak
ORD00630,2025-03-26,CUST0189,Pooja Sharma,North,Punjab,Electronics,Electronics,Wireless Headphones,3,9813,10,26495.1,25658.31,836.79,UPI,Shipped,2025-04-01,Aman
ORD00384,2025-03-26,CUST0254,Rohan Joshi,West,Gujarat,Furniture,Furniture,Bookshelf,3,13407,0,40221.0,34954.12,5266.88,Cash on Delivery,Shipped,2025-04-01,Deepak
ORD00290,2025-03-27,CUST0190,Vikram Mehta,East,West Bengal,Electronics,Electronics,Smartphone X,5,40499,10,182245.5,167602.47,14643.03,UPI,Delivered,2025-03-31,Raj
ORD00557,2025-03-27,CUST0274,Ankit Yadav,North,Uttar Pradesh,Appliances,Appliances,Refrigerator,2,38400,15,65280.0,56446.34,8833.66,UPI,Delivered,2025-03-30,Aman
ORD00540,2025-03-27,CUST0177,Nisha Mehta,North,Punjab,Electronics,Electronics,Laptop Pro 14,5,79277,0,396385.0,355621.57,40763.43,Debit Card,Shipped,2025-04-02,Sonia
ORD00316,2025-03-28,CUST0248,Kavya Malhotra,East,West Bengal,Appliances,Appliances,Microwave Oven,4,8001,0,32004.0,23976.61,8027.39,UPI,Delivered,2025-03-29,Raj
ORD00993,2025-03-29,CUST0261,Ankit Mehta,South,Tamil Nadu,Appliances,Appliances,Mixer Grinder,2,8859,5,16832.1,13824.39,3007.71,UPI,Delivered,2025-04-01,Yash
ORD00082,2025-03-29,CUST0271,Amit Patel,East,Jharkhand,Furniture,Furniture,Sofa Set,2,44627,5,84791.3,72779.64,12011.66,Net Banking,Processing,2025-04-01,Sonia
ORD00880,2025-03-29,CUST0278,Tanya Kumar,North,Uttar Pradesh,Furniture,Furniture,Sofa Set,4,52369,15,178054.6,142690.19,35364.41,UPI,Cancelled,2025-04-02,Sonia
ORD00221,2025-03-29,CUST0235,Simran Joshi,East,Jharkhand,Electronics,Electronics,LED TV 55,2,37887,10,68196.6,64504.4,3692.2,Net Banking,Returned,2025-04-05,Mohit
ORD00635,2025-03-29,CUST0220,Ankit Yadav,North,Haryana,Electronics,Electronics,Laptop Pro 14,2,68272,0,136544.0,93233.39,43310.61,Credit Card,Delivered,2025-04-04,Sonia
ORD00676,2025-03-30,CUST0123,Rahul Singh,West,Maharashtra,Appliances,Appliances,Refrigerator,5,69993,20,279972.0,298567.28,-18595.28,Cash on Delivery,Delivered,2025-04-05,Kavita
ORD00421,2025-03-30,CUST0279,Rohan Gupta,West,Maharashtra,Appliances,Appliances,Mixer Grinder,2,6053,20,9684.8,8233.15,1451.65,Debit Card,Delivered,2025-04-05,Varun
ORD00815,2025-03-31,CUST0242,Priya Yadav,West,Goa,Furniture,Furniture,Sofa Set,2,32853,5,62420.7,54356.26,8064.44,Net Banking,Delivered,2025-04-03,Tarun
ORD00185,2025-04-01,CUST0149,Tanya Singh,North,Delhi,Furniture,Furniture,Office Chair,2,8510,0,17020.0,15259.3,1760.7,Net Banking,Delivered,2025-04-05,Deepak
ORD00983,2025-04-02,CUST0145,Vikram Yadav,North,Delhi,Electronics,Electronics,Smartphone X,1,28492,15,24218.2,24744.75,-526.55,Credit Card,Returned,2025-04-04,Yash
ORD00054,2025-04-02,CUST0101,Neha Malhotra,West,Goa,Accessories,Accessories,Webcam,2,1904,15,3236.8,3265.27,-28.47,UPI,Processing,2025-04-08,Raj
ORD00085,2025-04-02,CUST0205,Kavya Joshi,South,Karnataka,Furniture,Furniture,Office Chair,2,8096,10,14572.8,13323.0,1249.8,Credit Card,Shipped,2025-04-08,Yash
ORD00634,2025-04-02,CUST0113,Aarav Gupta,East,Jharkhand,Accessories,Accessories,Webcam,1,4018,10,3616.2,3322.21,293.99,Cash on Delivery,Shipped,2025-04-03,Yash
ORD00773,2025-04-02,CUST0287,Neha Gupta,North,Uttar Pradesh,Appliances,Appliances,Mixer Grinder,4,4543,10,16354.8,14149.62,2205.18,UPI,Delivered,2025-04-07,Aman
ORD00770,2025-04-02,CUST0273,Kavya Kumar,West,Maharashtra,Electronics,Electronics,Smartphone X,3,37585,5,107117.25,99046.42,8070.83,Credit Card,Delivered,2025-04-05,Varun
ORD00284,2025-04-02,CUST0113,Aarav Gupta,North,Uttar Pradesh,Electronics,Electronics,Smartphone X,1,35632,10,32068.8,24782.1,7286.7,Credit Card,Delivered,2025-04-04,Tarun
ORD00906,2025-04-03,CUST0219,Sneha Joshi,West,Rajasthan,Electronics,Electronics,Tablet Plus,2,35659,20,57054.4,53244.65,3809.75,Debit Card,Delivered,2025-04-09,Tarun
ORD00603,2025-04-03,CUST0235,Simran Joshi,North,Haryana,Electronics,Electronics,Tablet Plus,3,26461,10,71444.7,66344.22,5100.48,Debit Card,Delivered,2025-04-07,Pallavi
ORD00549,2025-04-03,CUST0212,Nisha Singh,East,Odisha,Accessories,Accessories,Phone Cover,3,1094,10,2953.8,2249.59,704.21,UPI,Delivered,2025-04-10,Varun
ORD00473,2025-04-03,CUST0116,Tanya Kumar,North,Punjab,Appliances,Appliances,Mixer Grinder,2,2946,15,5008.2,5288.99,-280.79,UPI,Delivered,2025-04-07,Varun
ORD00160,2025-04-03,CUST0266,Manish Singh,West,Maharashtra,Electronics,Electronics,Laptop Pro 14,1,72197,15,61367.45,62296.92,-929.47,UPI,Returned,2025-04-09,Pallavi
ORD00406,2025-04-03,CUST0259,Neha Sharma,West,Maharashtra,Appliances,Appliances,Air Conditioner,5,58350,10,262575.0,208845.91,53729.09,Cash on Delivery,Delivered,2025-04-06,Kavita
ORD00324,2025-04-03,CUST0131,Priya Malhotra,South,Kerala,Furniture,Furniture,Sofa Set,3,55024,10,148564.8,143471.42,5093.38,Credit Card,Delivered,2025-04-07,Mohit
ORD00684,2025-04-04,CUST0246,Nisha Joshi,East,West Bengal,Accessories,Accessories,USB Hub,5,937,0,4685.0,3789.15,895.85,Debit Card,Delivered,2025-04-06,Deepak
ORD00271,2025-04-05,CUST0148,Ravi Malhotra,West,Maharashtra,Electronics,Electronics,LED TV 55,2,65232,10,117417.6,94205.58,23212.02,UPI,Processing,2025-04-07,Kavita
ORD00441,2025-04-05,CUST0109,Meera Malhotra,North,Delhi,Appliances,Appliances,Refrigerator,4,64736,10,233049.6,211547.11,21502.49,UPI,Delivered,2025-04-07,Mohit
ORD00196,2025-04-05,CUST0201,Kavya Sharma,South,Tamil Nadu,Electronics,Electronics,Smartphone X,4,39042,0,156168.0,124667.71,31500.29,Net Banking,Delivered,2025-04-07,Mohit
ORD00335,2025-04-05,CUST0233,Pooja Joshi,North,Delhi,Appliances,Appliances,Washing Machine,5,22787,5,108238.25,96787.36,11450.89,UPI,Delivered,2025-04-07,Sonia
ORD00939,2025-04-05,CUST0173,Pooja Malhotra,North,Delhi,Furniture,Furniture,Office Chair,5,8723,10,39253.5,29953.97,9299.53,UPI,Delivered,2025-04-07,Aman
ORD00610,2025-04-05,CUST0104,Pooja Verma,East,Jharkhand,Accessories,Accessories,Mouse,3,935,10,2524.5,2072.7,451.8,Debit Card,Delivered,2025-04-09,Yash
ORD00148,2025-04-05,CUST0217,Nisha Sharma,East,West Bengal,Appliances,Appliances,Air Conditioner,3,58805,0,176415.0,156712.73,19702.27,Debit Card,Delivered,2025-04-10,Raj
ORD00827,2025-04-06,CUST0120,Amit Singh,South,Tamil Nadu,Appliances,Appliances,Microwave Oven,4,15834,0,63336.0,47838.54,15497.46,Cash on Delivery,Cancelled,2025-04-09,Pallavi
ORD00097,2025-04-06,CUST0109,Meera Malhotra,East,Odisha,Electronics,Electronics,Wireless Headphones,2,7173,5,13628.7,10733.78,2894.92,Credit Card,Delivered,2025-04-12,Mohit
ORD00073,2025-04-07,CUST0141,Arjun Verma,North,Uttar Pradesh,Appliances,Appliances,Air Conditioner,1,62698,0,62698.0,45017.58,17680.42,UPI,Delivered,2025-04-14,Sonia
ORD00334,2025-04-07,CUST0290,Nisha Patel,North,Delhi,Accessories,Accessories,Keyboard,1,4032,10,3628.8,3621.43,7.37,Credit Card,Delivered,2025-04-10,Kavita
ORD00881,2025-04-07,CUST0224,Manish Kumar,North,Haryana,Appliances,Appliances,Air Conditioner,5,47864,10,215388.0,202132.67,13255.33,Credit Card,Delivered,2025-04-09,Yash
ORD00756,2025-04-08,CUST0199,Ravi Verma,West,Rajasthan,Appliances,Appliances,Washing Machine,2,24121,15,41005.7,43390.45,-2384.75,Debit Card,Processing,2025-04-13,Aman
ORD00431,2025-04-09,CUST0116,Tanya Kumar,North,Uttar Pradesh,Furniture,Furniture,Bed Frame,2,39045,10,70281.0,53503.77,16777.23,Debit Card,Delivered,2025-04-14,Mohit
ORD00962,2025-04-09,CUST0126,Rohan Malhotra,East,West Bengal,Electronics,Electronics,Wireless Headphones,2,2273,10,4091.4,3206.59,884.81,UPI,Delivered,2025-04-15,Aman
ORD00753,2025-04-09,CUST0173,Pooja Malhotra,East,Bihar,Electronics,Electronics,Laptop Pro 14,5,70871,5,336637.25,318157.27,18479.98,Credit Card,Shipped,2025-04-13,Pallavi
ORD00393,2025-04-10,CUST0248,Kavya Malhotra,South,Kerala,Appliances,Appliances,Refrigerator,1,63139,15,53668.15,49510.81,4157.34,Net Banking,Shipped,2025-04-16,Raj
ORD00060,2025-04-11,CUST0193,Amit Patel,South,Telangana,Appliances,Appliances,Refrigerator,1,73825,0,73825.0,50814.68,23010.32,Credit Card,Delivered,2025-04-12,Tarun
ORD00446,2025-04-13,CUST0133,Arjun Verma,West,Maharashtra,Electronics,Electronics,LED TV 55,1,43181,20,34544.8,38372.95,-3828.15,Debit Card,Delivered,2025-04-20,Deepak
ORD00132,2025-04-15,CUST0298,Aarav Yadav,North,Delhi,Furniture,Furniture,Bookshelf,5,15671,5,74437.25,62704.0,11733.25,Net Banking,Shipped,2025-04-20,Sonia
ORD00387,2025-04-15,CUST0298,Aarav Yadav,South,Tamil Nadu,Appliances,Appliances,Air Conditioner,1,30893,5,29348.35,23884.58,5463.77,Credit Card,Delivered,2025-04-19,Aman
ORD00300,2025-04-15,CUST0263,Aarav Sharma,North,Uttar Pradesh,Accessories,Accessories,Mouse,5,2338,0,11690.0,9941.5,1748.5,Credit Card,Delivered,2025-04-19,Deepak
ORD00856,2025-04-15,CUST0285,Kavya Verma,North,Delhi,Electronics,Electronics,Wireless Headphones,5,5685,15,24161.25,21480.08,2681.17,Debit Card,Processing,2025-04-19,Sonia
ORD00648,2025-04-16,CUST0224,Manish Kumar,East,Bihar,Appliances,Appliances,Air Conditioner,3,59491,10,160625.7,125655.4,34970.3,Debit Card,Delivered,2025-04-20,Tarun
ORD00023,2025-04-17,CUST0250,Simran Kumar,South,Tamil Nadu,Electronics,Electronics,Wireless Headphones,1,8870,10,7983.0,6623.59,1359.41,Credit Card,Delivered,2025-04-22,Yash
ORD00058,2025-04-17,CUST0189,Pooja Sharma,North,Punjab,Accessories,Accessories,Keyboard,1,3888,10,3499.2,2840.33,658.87,Credit Card,Delivered,2025-04-21,Yash
ORD00705,2025-04-17,CUST0245,Simran Sharma,North,Uttar Pradesh,Electronics,Electronics,LED TV 55,4,43997,10,158389.2,129451.3,28937.9,Net Banking,Delivered,2025-04-23,Varun
ORD00714,2025-04-18,CUST0244,Pooja Singh,South,Kerala,Electronics,Electronics,Tablet Plus,4,37814,5,143693.2,109131.07,34562.13,Credit Card,Shipped,2025-04-20,Kavita
ORD00717,2025-04-18,CUST0247,Ankit Gupta,West,Gujarat,Electronics,Electronics,Tablet Plus,5,30360,20,121440.0,130294.93,-8854.93,Debit Card,Delivered,2025-04-23,Pallavi
ORD00589,2025-04-18,CUST0283,Rohan Verma,North,Haryana,Appliances,Appliances,Microwave Oven,5,13391,15,56911.75,52306.76,4604.99,Credit Card,Delivered,2025-04-20,Pallavi
ORD00119,2025-04-19,CUST0282,Ankit Singh,West,Maharashtra,Accessories,Accessories,Keyboard,3,4970,15,12673.5,11449.96,1223.54,Debit Card,Delivered,2025-04-26,Kavita
